model_type,surp
ordered,5.622228264808655
shuffled,6.453159928321838
ordered,6.434129476547241
shuffled,5.960067510604858
ordered,7.673722863197327
shuffled,6.971554517745972
ordered,5.8998119831085205
shuffled,7.783579111099243
ordered,6.73600172996521
shuffled,7.386186003684998
ordered,6.050241470336914
shuffled,5.7506303787231445
ordered,6.323049545288086
shuffled,7.339240312576294
ordered,7.33587908744812
shuffled,10.136186718940735
ordered,8.276036739349365
shuffled,10.61245584487915
ordered,10.40881609916687
shuffled,9.960638046264648
ordered,9.617634773254395
shuffled,9.645036697387695
ordered,10.11729645729065
shuffled,9.935125350952148
ordered,10.355791091918945
shuffled,10.143658876419067
ordered,8.292866945266724
shuffled,10.616633772850037
ordered,10.246196508407593
shuffled,9.955468654632568
ordered,9.49582552909851
shuffled,9.647838592529297
ordered,9.692990779876709
shuffled,9.937583446502686
ordered,9.982454061508179
shuffled,5.19758415222168
ordered,1.9840049743652344
shuffled,2.2344861030578613
ordered,2.145540237426758
shuffled,4.327976703643799
ordered,2.298287868499756
shuffled,1.753737449645996
ordered,3.0321860313415527
shuffled,1.3590540885925293
ordered,-0.21175098419189453
shuffled,2.7460460662841797
ordered,0.5898351669311523
shuffled,1.53271484375
ordered,1.7862071990966797
shuffled,1.7252135276794434
ordered,0.6993093490600586
shuffled,0.2664780616760254
ordered,2.8954482078552246
shuffled,-0.8406848907470703
ordered,-0.8901872634887695
shuffled,2.7414345741271973
ordered,0.6969690322875977
shuffled,1.4996132850646973
ordered,2.035879611968994
shuffled,1.72678804397583
ordered,0.8386354446411133
shuffled,0.27576541900634766
ordered,2.5863394737243652
shuffled,-0.8190593719482422
ordered,-0.8534426689147949
shuffled,6.646143674850464
ordered,6.116276264190674
shuffled,6.1738362312316895
ordered,5.018125772476196
shuffled,9.490036368370056
ordered,5.763968586921692
shuffled,4.950067520141602
ordered,5.745443344116211
shuffled,6.13594651222229
ordered,6.9515156745910645
shuffled,8.220205664634705
ordered,8.260377645492554
shuffled,7.318967342376709
ordered,5.775324821472168
shuffled,9.2317373752594
ordered,7.054798126220703
shuffled,8.06611692905426
ordered,8.264999866485596
shuffled,7.076749682426453
ordered,6.440813064575195
shuffled,8.214159488677979
ordered,8.018823504447937
shuffled,7.304050445556641
ordered,5.974080324172974
shuffled,9.246340990066528
ordered,6.92294979095459
shuffled,8.062483668327332
ordered,7.945251226425171
shuffled,7.043645620346069
ordered,6.7323771715164185
shuffled,8.678851246833801
ordered,8.161027073860168
shuffled,4.656909942626953
ordered,5.878234267234802
shuffled,2.6571637392044067
ordered,5.246416807174683
shuffled,6.960375189781189
ordered,7.063111424446106
shuffled,3.9872480630874634
ordered,7.433917284011841
shuffled,8.708737850189209
ordered,8.009192943572998
shuffled,6.278717517852783
ordered,4.378927946090698
shuffled,3.8545204401016235
ordered,2.5643004179000854
shuffled,6.319122910499573
ordered,7.488011598587036
shuffled,1.5508159399032593
ordered,6.8209452629089355
shuffled,8.710628271102905
ordered,7.710811614990234
shuffled,6.2811853885650635
ordered,4.832457661628723
shuffled,3.8424408435821533
ordered,2.9093915224075317
shuffled,6.319018363952637
ordered,7.667912840843201
shuffled,1.5528589487075806
ordered,7.138951539993286
shuffled,5.908026933670044
ordered,7.5127153396606445
shuffled,5.908872604370117
ordered,6.6042397022247314
shuffled,3.5469064712524414
ordered,4.243016242980957
shuffled,7.644737482070923
ordered,6.863473892211914
shuffled,6.334455251693726
ordered,4.924803018569946
shuffled,8.478225946426392
ordered,7.6681718826293945
shuffled,7.933930993080139
ordered,5.985622882843018
shuffled,4.985761761665344
ordered,4.156716823577881
shuffled,8.858403205871582
ordered,8.351185917854309
shuffled,4.458482503890991
ordered,5.671291470527649
shuffled,8.469179153442383
ordered,7.8439414501190186
shuffled,7.9281017780303955
ordered,6.013982057571411
shuffled,4.987242221832275
ordered,4.315876364707947
shuffled,8.868643760681152
ordered,8.038360476493835
shuffled,4.459558725357056
ordered,5.159343123435974
shuffled,6.7435935735702515
ordered,10.3242809176445
shuffled,7.162567973136902
ordered,3.585764169692993
shuffled,7.263797760009766
ordered,3.766545295715332
shuffled,8.690549850463867
ordered,7.149034261703491
shuffled,6.271039962768555
ordered,7.288309693336487
shuffled,5.276447653770447
ordered,8.732251524925232
shuffled,9.279714584350586
ordered,0.6657494306564331
shuffled,6.052325069904327
ordered,1.5598207712173462
shuffled,7.199159264564514
ordered,8.514895915985107
shuffled,5.889717638492584
ordered,8.568936109542847
shuffled,5.295339226722717
ordered,8.688639044761658
shuffled,9.292686820030212
ordered,0.8590686321258545
shuffled,6.064742982387543
ordered,1.4696817994117737
shuffled,7.210307478904724
ordered,8.213057398796082
shuffled,5.852846920490265
ordered,8.185133814811707
shuffled,1.7082018852233887
ordered,3.7088613510131836
shuffled,6.823787689208984
ordered,3.5125646591186523
shuffled,0.2963447570800781
ordered,-0.729130744934082
shuffled,4.528557777404785
ordered,0.5415291786193848
shuffled,2.2506284713745117
ordered,2.011418342590332
shuffled,2.5119404792785645
ordered,3.942915439605713
shuffled,7.4551005363464355
ordered,1.1097736358642578
shuffled,-0.039578914642333984
ordered,-1.2197494506835938
shuffled,0.7012887001037598
ordered,-1.1333494186401367
shuffled,1.3544182777404785
ordered,0.626220703125
shuffled,2.5123229026794434
ordered,3.5476274490356445
shuffled,7.46403169631958
ordered,1.025792121887207
shuffled,-0.04145050048828125
ordered,-1.4834246635437012
shuffled,0.7079758644104004
ordered,-1.0818939208984375
shuffled,1.3405060768127441
ordered,0.2869694232940674
shuffled,5.8039984703063965
ordered,6.647723913192749
shuffled,5.299984455108643
ordered,7.388946056365967
shuffled,6.781521797180176
ordered,4.9185872077941895
shuffled,5.96152663230896
ordered,7.320091009140015
shuffled,3.952913761138916
ordered,4.22089409828186
shuffled,5.775087356567383
ordered,7.571247100830078
shuffled,6.131293773651123
ordered,8.73013424873352
shuffled,7.152359962463379
ordered,5.816491603851318
shuffled,5.382545232772827
ordered,7.586212158203125
shuffled,4.783630847930908
ordered,5.581658363342285
shuffled,5.785905122756958
ordered,7.372920513153076
shuffled,6.1186864376068115
ordered,8.764040470123291
shuffled,7.1325154304504395
ordered,5.801820993423462
shuffled,5.357237100601196
ordered,7.883386135101318
shuffled,4.794870853424072
ordered,5.150799989700317
shuffled,4.92199182510376
ordered,3.8219175338745117
shuffled,6.787345886230469
ordered,4.140279293060303
shuffled,5.261013507843018
ordered,4.625621557235718
shuffled,6.358881950378418
ordered,5.444329500198364
shuffled,3.7517940998077393
ordered,4.512235403060913
shuffled,7.48977518081665
ordered,6.186638355255127
shuffled,8.00083041191101
ordered,4.332292079925537
shuffled,4.651876926422119
ordered,5.896326780319214
shuffled,8.06401252746582
ordered,7.104084730148315
shuffled,5.175244331359863
ordered,6.10516619682312
shuffled,7.4910643100738525
ordered,5.915155649185181
shuffled,7.990900039672852
ordered,4.32042384147644
shuffled,4.651986837387085
ordered,5.734983921051025
shuffled,8.024406671524048
ordered,7.083019018173218
shuffled,5.191557168960571
ordered,5.738540172576904
shuffled,7.073710680007935
ordered,7.525597095489502
shuffled,6.711709022521973
ordered,5.184257984161377
shuffled,6.445157766342163
ordered,6.699344754219055
shuffled,4.012806415557861
ordered,4.5232696533203125
shuffled,6.140460014343262
ordered,7.236036777496338
shuffled,10.15867567062378
ordered,9.58115017414093
shuffled,8.682117342948914
ordered,7.121694445610046
shuffled,9.509645700454712
ordered,8.91667115688324
shuffled,6.462347507476807
ordered,7.134406328201294
shuffled,7.756035327911377
ordered,7.922132849693298
shuffled,10.149132013320923
ordered,9.482574105262756
shuffled,8.663159489631653
ordered,7.198018193244934
shuffled,9.525077819824219
ordered,8.965410470962524
shuffled,6.450078725814819
ordered,6.622838973999023
shuffled,7.745757579803467
ordered,7.755089044570923
shuffled,7.396702289581299
ordered,6.819067478179932
shuffled,4.993359088897705
ordered,6.739112138748169
shuffled,7.785374402999878
ordered,8.177453517913818
shuffled,6.563554048538208
ordered,8.799132823944092
shuffled,5.395359992980957
ordered,6.983958005905151
shuffled,7.965797662734985
ordered,5.611081600189209
shuffled,5.514477968215942
ordered,5.362656354904175
shuffled,7.729394912719727
ordered,6.326478838920593
shuffled,4.285645961761475
ordered,8.581262111663818
shuffled,4.386694431304932
ordered,6.435311794281006
shuffled,7.973349094390869
ordered,5.649130344390869
shuffled,5.507537126541138
ordered,5.459958553314209
shuffled,7.7154221534729
ordered,6.320987939834595
shuffled,4.268059968948364
ordered,8.796338200569153
shuffled,4.37407374382019
ordered,6.466995716094971
shuffled,8.280686855316162
ordered,8.338928937911987
shuffled,7.705960988998413
ordered,5.807709217071533
shuffled,5.884135961532593
ordered,9.038531303405762
shuffled,5.22333025932312
ordered,7.876430511474609
shuffled,7.405668020248413
ordered,6.605157136917114
shuffled,5.902359962463379
ordered,8.07383680343628
shuffled,8.103227138519287
ordered,5.7325544357299805
shuffled,5.017691373825073
ordered,7.589602112770081
shuffled,4.441511154174805
ordered,7.405981421470642
shuffled,6.504141569137573
ordered,6.695535659790039
shuffled,5.881131410598755
ordered,7.685389757156372
shuffled,8.093204736709595
ordered,5.8924219608306885
shuffled,5.025718927383423
ordered,7.693758606910706
shuffled,4.419395685195923
ordered,7.9101608991622925
shuffled,6.511865139007568
ordered,6.7155866622924805
shuffled,10.673228740692139
ordered,9.62227475643158
shuffled,8.4324209690094
ordered,8.079267859458923
shuffled,9.314486503601074
ordered,7.828276038169861
shuffled,9.789550542831421
ordered,9.814337968826294
shuffled,10.29521632194519
ordered,9.555389165878296
shuffled,11.473291754722595
ordered,10.380151391029358
shuffled,7.912275195121765
ordered,6.854818820953369
shuffled,10.986902117729187
ordered,8.490062952041626
shuffled,11.364725589752197
ordered,11.191134572029114
shuffled,9.234730243682861
ordered,9.11388111114502
shuffled,11.473234057426453
ordered,10.7127046585083
shuffled,7.910186767578125
ordered,6.78514289855957
shuffled,10.996365427970886
ordered,8.299185633659363
shuffled,11.38019859790802
ordered,10.91327714920044
shuffled,9.235694766044617
ordered,8.80885398387909
shuffled,6.407458305358887
ordered,3.923372268676758
shuffled,3.1421079635620117
ordered,6.8978376388549805
shuffled,7.32479190826416
ordered,5.675479888916016
shuffled,3.1984519958496094
ordered,5.818972110748291
shuffled,9.49975872039795
ordered,6.514093399047852
shuffled,4.851230621337891
ordered,4.322262763977051
shuffled,4.8304853439331055
ordered,3.965165138244629
shuffled,6.101960182189941
ordered,2.734193801879883
shuffled,4.018752098083496
ordered,7.258121490478516
shuffled,7.69587516784668
ordered,5.1290130615234375
shuffled,4.834501266479492
ordered,4.2703399658203125
shuffled,4.826911926269531
ordered,4.102238655090332
shuffled,6.1016693115234375
ordered,2.743471145629883
shuffled,4.011638641357422
ordered,6.850754737854004
shuffled,7.698543548583984
ordered,5.0492095947265625
shuffled,4.4684600830078125
ordered,8.398294448852539
shuffled,3.8934154510498047
ordered,6.241197109222412
shuffled,5.022138595581055
ordered,6.067506313323975
shuffled,5.060901165008545
ordered,7.044396162033081
shuffled,4.865987062454224
ordered,6.785156011581421
shuffled,4.133666276931763
ordered,7.8140281438827515
shuffled,4.227065920829773
ordered,7.234545469284058
shuffled,5.58656644821167
ordered,2.312962770462036
shuffled,7.429685950279236
ordered,8.674651861190796
shuffled,6.091351747512817
ordered,6.120666980743408
shuffled,4.14155900478363
ordered,7.870342254638672
shuffled,4.223155736923218
ordered,7.415715217590332
shuffled,5.5599846839904785
ordered,2.5858322381973267
shuffled,7.403519034385681
ordered,8.822444200515747
shuffled,6.063629627227783
ordered,5.797271728515625
shuffled,7.256003379821777
ordered,8.017421007156372
shuffled,6.409206867218018
ordered,7.555958271026611
shuffled,10.21971845626831
ordered,4.85724139213562
shuffled,6.824519157409668
ordered,8.025133848190308
shuffled,7.706779956817627
ordered,7.142822027206421
shuffled,8.831285953521729
ordered,9.43172025680542
shuffled,7.455264091491699
ordered,8.032127857208252
