model_type,surp
shuffled,9.896552085876465
ordered,6.365453481674194
shuffled,8.260000705718994
ordered,11.705946683883667
shuffled,8.13538932800293
ordered,8.643325090408325
shuffled,8.845410823822021
ordered,9.52259111404419
shuffled,7.440458655357361
ordered,8.146394848823547
shuffled,9.89499545097351
ordered,6.152484178543091
shuffled,8.262728929519653
ordered,11.871183514595032
shuffled,8.149887561798096
ordered,8.655085802078247
shuffled,5.958954334259033
ordered,7.143577337265015
shuffled,7.0865490436553955
ordered,7.242445468902588
shuffled,5.605372428894043
ordered,5.634575843811035
shuffled,4.867011070251465
ordered,8.2173011302948
shuffled,6.399141311645508
ordered,6.232684135437012
shuffled,5.580045700073242
ordered,8.972524404525757
shuffled,8.040241956710815
ordered,6.614612340927124
shuffled,3.4741017818450928
ordered,5.665139436721802
shuffled,5.523630857467651
ordered,9.11364233493805
shuffled,3.7703230381011963
ordered,5.822444915771484
shuffled,5.602162599563599
ordered,8.739843606948853
shuffled,8.018101453781128
ordered,6.72153115272522
shuffled,3.4970805644989014
ordered,5.466635704040527
shuffled,5.540706396102905
ordered,8.78803038597107
shuffled,3.735074043273926
ordered,5.549849510192871
shuffled,6.424317836761475
ordered,7.826162338256836
shuffled,6.360320568084717
ordered,7.777017593383789
shuffled,7.054844856262207
ordered,7.074522495269775
shuffled,4.472206115722656
ordered,6.143054008483887
shuffled,6.11920690536499
ordered,8.151819229125977
shuffled,10.002222061157227
ordered,9.669055938720703
shuffled,8.432271003723145
ordered,6.902042865753174
shuffled,8.869751453399658
ordered,11.02376127243042
shuffled,9.386932373046875
ordered,9.976907730102539
shuffled,7.022904396057129
ordered,9.432666301727295
shuffled,9.99573278427124
ordered,9.433797836303711
shuffled,8.429951190948486
ordered,6.575886249542236
shuffled,8.898038864135742
ordered,10.83436393737793
shuffled,9.37374210357666
ordered,9.753706455230713
shuffled,6.982109069824219
ordered,9.178768157958984
shuffled,4.978878021240234
ordered,4.255184173583984
shuffled,8.087799549102783
ordered,7.660411357879639
shuffled,7.191017150878906
ordered,8.816657543182373
shuffled,6.338973522186279
ordered,7.292103290557861
shuffled,5.639647483825684
ordered,8.245901107788086
shuffled,5.764578342437744
ordered,4.680283069610596
shuffled,9.481806755065918
ordered,7.9115681648254395
shuffled,7.62738561630249
ordered,10.581409931182861
shuffled,7.649144649505615
ordered,8.215039730072021
shuffled,5.767477989196777
ordered,10.392131805419922
shuffled,5.726477146148682
ordered,4.471068382263184
shuffled,9.456130981445312
ordered,7.535921573638916
shuffled,7.639317035675049
ordered,10.113865375518799
shuffled,7.65505313873291
ordered,7.753706455230713
shuffled,5.670394420623779
ordered,9.639309883117676
shuffled,6.128530740737915
ordered,7.850159168243408
shuffled,6.354578495025635
ordered,6.050105333328247
shuffled,8.63135576248169
ordered,6.490451335906982
shuffled,7.087003707885742
ordered,8.63165283203125
shuffled,6.972222328186035
ordered,8.686498641967773
shuffled,6.215191841125488
ordered,8.521357417106628
shuffled,7.461119651794434
ordered,5.212129354476929
shuffled,8.974361538887024
ordered,6.843795299530029
shuffled,6.970731258392334
ordered,9.754936695098877
shuffled,8.208815813064575
ordered,7.788991689682007
shuffled,6.208934307098389
ordered,8.737385034561157
shuffled,7.427149176597595
ordered,5.492431282997131
shuffled,9.001901507377625
ordered,7.134168028831482
shuffled,6.969171047210693
ordered,9.836363315582275
shuffled,8.214246988296509
ordered,8.09866976737976
