exp,model_type,target_type,condition,model,surp
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,-0.07691586017608643
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,0.45079827308654785
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,0.19043773412704468
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,0.12161433696746826
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,0.31093859672546387
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,-0.3613419532775879
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,0.9641745090484619
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,-0.046463072299957275
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,2.7486519813537598
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,-0.271889865398407
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,-0.11434072256088257
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,-0.4620763063430786
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,0.5620602965354919
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,0.8132725954055786
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,1.7978242635726929
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,-0.0065326690673828125
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,0.004047393798828125
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,-0.0033516883850097656
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,-0.011853694915771484
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,-0.02331686019897461
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,0.16443920135498047
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,-0.1710362434387207
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,0.5284099578857422
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,0.8022785186767578
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,-0.6755006313323975
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,0.21245956420898438
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,-0.6934185028076172
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,0.9462695121765137
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,4.178265571594238
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,2.3805575370788574
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,0.7551164627075195
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,3.647329807281494
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,1.576408863067627
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,1.3155317306518555
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,2.959584951400757
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,-0.006915092468261719
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,-0.004883766174316406
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,-0.0014801025390625
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,-0.01854085922241211
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,-0.009404659271240234
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,0.5597271919250488
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,-0.08705472946166992
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,0.7920851707458496
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,0.7508230209350586
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,-0.33624935150146484
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,1.016580581665039
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,-0.053174495697021484
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,0.6084742546081543
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,0.3576836585998535
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,1.4704351425170898
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,0.5938825607299805
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,1.1605572700500488
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,0.8221149444580078
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,-0.3078913688659668
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,1.2351360321044922
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,0.0176849365234375
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,-0.025594711303710938
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,-0.021636962890625
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,-0.019225120544433594
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,-0.0022735595703125
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,-0.36834239959716797
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,-0.038100242614746094
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,0.22094058990478516
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,0.7865972518920898
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,-0.3196592330932617
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,0.20029449462890625
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,-1.1291685104370117
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,-1.2738866806030273
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,1.2806806564331055
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,-0.8884983062744141
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,-0.7342662811279297
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,-2.023434638977051
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,-0.26788997650146484
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,-1.658888816833496
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,-0.5805225372314453
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,0.006867170333862305
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,-0.012987375259399414
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,-0.0017924308776855469
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,0.006083011627197266
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,-0.013513565063476562
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,-0.17001581192016602
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,-0.0720064640045166
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,0.2356112003326416
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,0.4894232749938965
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,0.11119914054870605
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,0.18220114707946777
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,-0.3104665279388428
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,-0.9228930473327637
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,0.6763911247253418
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,-0.04654121398925781
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,-0.009069681167602539
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,-0.6483402252197266
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,0.6153438091278076
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,-1.0955936908721924
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,0.3493833541870117
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,-0.0013985633850097656
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,-0.005992889404296875
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,-0.0062923431396484375
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,-0.04534006118774414
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,0.016449451446533203
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,-0.7813825607299805
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,-0.6086163520812988
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,-0.4626774787902832
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,-0.6983213424682617
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,-0.799628734588623
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,-1.3625140190124512
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,0.17506074905395508
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,1.948594093322754
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,-0.2886819839477539
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,0.5847973823547363
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,1.021186351776123
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,1.1628456115722656
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,0.7042989730834961
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,1.1038007736206055
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,0.8015170097351074
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,-0.002687692642211914
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,0.003937482833862305
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,-0.006402254104614258
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,-0.00573420524597168
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,0.0001366138458251953
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,-0.5098998546600342
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,-0.5967481136322021
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,-0.3013346195220947
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,-0.6772556304931641
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,-0.4330027103424072
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,1.2065584659576416
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,1.378614902496338
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,1.3395674228668213
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,1.376842737197876
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,2.0245604515075684
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,3.114424467086792
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,1.3429901599884033
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,1.8136613368988037
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,2.742490291595459
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,2.0278217792510986
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,0.0031995773315429688
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,-0.015045166015625
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,0.02412128448486328
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,-0.010416507720947266
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,-0.007616996765136719
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,0.4293365478515625
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,0.6436853408813477
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,0.6333208084106445
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,-0.14489984512329102
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,0.4474973678588867
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,-1.122960090637207
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,-0.10773563385009766
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,-0.4209928512573242
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,-0.15070772171020508
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,0.9929790496826172
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,-0.19287681579589844
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,-0.18339014053344727
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,-0.7233676910400391
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,-0.28632402420043945
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,1.1068191528320312
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,0.012743234634399414
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,0.003912687301635742
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,0.008689165115356445
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,0.001852273941040039
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,0.0026607513427734375
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,0.5279126167297363
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,0.56736159324646
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,0.5845814943313599
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,0.3666675090789795
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,0.6145411729812622
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,1.9524612426757812
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,1.8437148332595825
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,2.6589272022247314
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,2.286564588546753
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,2.5982766151428223
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,1.764100193977356
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,1.8303700685501099
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,1.5426980257034302
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,1.8132452964782715
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,1.6258714199066162
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,0.0025568008422851562
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,-0.005290031433105469
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,-0.014006614685058594
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,-0.018157482147216797
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,-0.012526512145996094
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,-0.2171916961669922
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,0.01800680160522461
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,-0.05998992919921875
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,0.0935811996459961
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,0.03161334991455078
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,-0.4387493133544922
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,-0.8729887008666992
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,-0.8209676742553711
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,1.6856794357299805
def,shuffled,reduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,1.8079657554626465
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,0.20008087158203125
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,1.2632617950439453
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,1.0528287887573242
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,0.510467529296875
def,ordered,reduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,0.20075511932373047
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,-0.004994630813598633
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,0.0016508102416992188
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,-3.3855438232421875e-05
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,-0.0005714893341064453
def,shuffled,unreduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,9.417533874511719e-05
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,-0.25524044036865234
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,-0.07929539680480957
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,-0.054499030113220215
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,-0.12149488925933838
def,ordered,unreduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,-7.05718994140625e-05
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,0.13789749145507812
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,-0.3588106632232666
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,-0.8909199237823486
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,-0.6098146438598633
def,shuffled,unreduced,New_Indef_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,0.7866795063018799
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,-0.9698562622070312
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,-0.01589179039001465
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,-0.8036367893218994
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,0.507672905921936
def,ordered,unreduced,New_Indef_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,-0.3162071704864502
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_a_10-d0.2.pt,-0.02076244354248047
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_b_11-d0.2.pt,0.0039119720458984375
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_c_12-d0.2.pt,0.0092926025390625
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_d_13-d0.2.pt,-0.012810707092285156
def,shuffled,reduced,New_Old_Def,models/shuffled/shuffled_LSTM_400_80m_e_14-d0.2.pt,0.009943008422851562
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_a_10-d0.2.pt,0.2864522933959961
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_b_11-d0.2.pt,0.49475765228271484
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_c_12-d0.2.pt,0.4300689697265625
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_d_13-d0.2.pt,0.29734230041503906
def,ordered,reduced,New_Old_Def,models/ordered/ordered_LSTM_400_80m_e_14-d0.2.pt,-0.11552858352661133
